#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-07-13T15:45:09 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62cee87217fca7	
#INFO	-out.max=unlimited	
#INFO	queryParameters=10	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/A+A/531/A40/wasplc
#-nav=cat:J/A+A/531/A40&tab:{J/A+A/531/A40/wasplc}&key:source=J/A+A/531/A40/wasplc&HTTPPRM:&&-ref=VIZ62cee87217fca7&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=HJD&-out=dmag&-out=e_dmag&-out=Filt&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/531/A40/wasplc
#-source=J/A+A/531/A40/wasplc
#-out=HJD
#-out=dmag
#-out=e_dmag
#-out=Filt
#

#RESOURCE=yCat_35310040
#Name: J/A+A/531/A40
#Title: Transits of WASP-39b (Faedi+, 2011)
#Table	J_A_A_531_A40_wasplc:
#Name: J/A+A/531/A40/wasplc
#Title: WASP photometry (8/04/2008-17/06/2010), fig.1
#Column	HJD	(F13.5)	Heliocentric Julian date	[ucd=time.epoch]
#Column	dmag	(F15.12)	Differential magnitude	[ucd=phot.mag;arith.diff]
#Column	e_dmag	(F14.11)	rms uncertainty on dmag	[ucd=stat.error;phot.mag]
#Column	Filt	(A1)	[rz] Band of the magnitude	[ucd=instr.bandpass]
HJD;dmag;e_dmag;Filt
2454536.77507;-0.001474997360; 0.03601043370;r
2454536.77684;-0.032374915300; 0.03379494800;r
2454536.77728;-0.009574894960; 0.03284545420;r
2454539.59047; 0.013667575300; 0.02261202040;r
2454539.59091; 0.015567595700; 0.02475717320;r
2454539.62014;-0.009131050700; 0.02524950330;r
2454539.62060;-0.015531029300; 0.02609349790;r
2454539.62564;-0.003630796060; 0.02493300540;r
2454539.62608; 0.016269224300; 0.02503850470;r
2454539.63116; 0.044669459600; 0.02384284580;r
2454539.63160;-0.004730519980; 0.02535500260;r
2454539.63770; 0.020969762500; 0.02514400400;r
2454539.63814; 0.014369782900; 0.02651549510;r
2454539.64308; 0.002670011820; 0.02662099450;r
2454539.64352;-0.000629967813; 0.02662099450;r
2454539.65418; 0.012370525900; 0.03263445560;r
2454539.65462;-0.005229453700; 0.02961014180;r
2454539.65966; 0.009970780030; 0.02859031500;r
2454539.66010;-0.005529199600; 0.03052446920;r
2454539.66405;-0.039029016800; 0.02925847740;r
2454539.66449;-0.005428996430; 0.02873098080;r
2454539.67385; 0.047271437300; 0.04733402710;r
2454539.67427;-0.031628543400; 0.02271751970;r
2454539.67824;-0.027728359600; 0.04423938050;r
2454539.67868;-0.011128339200; 0.03463894260;r
2454539.68257;-0.020228159100; 0.03706542690;r
2454539.68301; 0.008371861320; 0.03298611990;r
2454539.68809; 0.047272096700; 0.04979567790;r
2454539.69508;-0.017427579600; 0.03256412270;r
2454539.69782; 0.001472547500; 0.03383011450;r
2454539.69826;-0.006227432130; 0.03323228500;r
2454539.70215; 0.000372748000; 0.03404111310;r
2454539.70259;-0.003527231630; 0.03463894260;r
2454539.70654;-0.020927048800; 0.03428727820;r
2454539.70700;-0.020027027400; 0.03368944870;r
2454539.70984;-0.000926896038; 0.03513127270;r
2454539.71028;-0.014026875700; 0.03474444190;r
2454539.71308;-0.007526745940; 0.03548293710;r
2454539.71352;-0.001826725570; 0.03583460150;r
2454539.71634;-0.010526594800; 0.03850725090;r
2454539.71678;-0.019626574400; 0.03790942140;r
2454539.71971;-0.019326438800; 0.03826108580;r
2454539.72017;-0.024526417300; 0.03949191120;r
2454539.72453;-0.018926215700; 0.04209422770;r
2454539.72745;-0.023226080100; 0.04297338870;r
2454539.72789;-0.022126059700; 0.04184806260;r
2454539.73074;-0.024925927900; 0.04160189750;r
2454539.73118;-0.031425907500; 0.04174256330;r
2454539.73400;-0.020225776700; 0.04160189750;r
2454539.73444;-0.030425756300; 0.04174256330;r
2454539.75791;-0.000924669675; 0.04564603800;r
2454539.76009; 0.001975431650; 0.04603286890;r
2454539.76052;-0.016324548500; 0.04779119080;r
2454539.76348;-0.002024411280; 0.04768569150;r
2454539.76395; 0.009275610160; 0.04793185660;r
2454539.76613;-0.027224288500; 0.04961984570;r
2454539.76793;-0.015824205400; 0.04976051140;r
2454541.58528;-0.015640029800; 0.04128539960;r
2454541.58572;-0.007140009380; 0.04364155100;r
2454541.59331;-0.013239657700; 0.04202389480;r
2454541.60162;-0.020839272800; 0.04663069830;r
2454541.60206; 0.009860747570; 0.04364155100;r
2454541.60711;-0.005139018690; 0.04237555920;r
2454541.60756; 0.019661002200; 0.04328988660;r
2454541.61481;-0.008438661660; 0.04547020590;r
2454541.61525;-0.023238641300; 0.04733402710;r
2454541.62039; 0.008461596730; 0.04346571880;r
2454541.62082;-0.023738383400; 0.04346571880;r
2454541.62593;-0.007238147020; 0.04620870110;r
2454541.62637;-0.009438126650; 0.04670103120;r
2454541.63243; 0.019762154300; 0.04747469290;r
2454541.63287;-0.016037825400; 0.04947917990;r
2454541.63800; 0.000862412120; 0.04729886070;r
2454541.63844;-0.022437567500; 0.04754502580;r
2454541.64385;-0.007437316620; 0.04842418670;r
2454541.64890;-0.027537082900; 0.04803735590;r
2454541.65880;-0.009336624530; 0.04761535860;r
2454541.66319; 0.002063579180; 0.04888135050;r
2454541.66867;-0.006336167250; 0.04870551830;r
2454541.71132; 0.004765808220; 0.04582187020;r
2454541.72900;-0.033133372600; 0.04427454690;r
2454544.57862; 0.009310784690; 0.02447584170;r
2454544.58275; 0.022210976100; 0.02071303270;r
2454544.58319; 0.060810996400; 0.02405384440;r
2454544.58734; 0.059611188400; 0.02060753340;r
2454544.58779; 0.055511209300; 0.02081853200;r
2454544.59069; 0.054611343800; 0.02057236690;r
2454544.59113; 0.019411364200; 0.02180319230;r
2454544.59397; 0.040911495500; 0.02074819910;r
2454544.59443; 0.039011517000; 0.02078336560;r
2454544.59727; 0.023711648300; 0.02025586900;r
2454544.59772; 0.046911669200; 0.02050203400;r
2454544.60063; 0.063911803800; 0.02046686760;r
2454544.60109; 0.032511825200; 0.02036136830;r
2454544.60389; 0.061211955000; 0.02036136830;r
2454544.60433; 0.041111975300; 0.02046686760;r
2454544.60719; 0.014512107800; 0.02018553610;r
2454544.61043; 0.028812257900; 0.02008003680;r
2454544.61089; 0.022412279300; 0.02018553610;r
2454544.61375; 0.041812411700; 0.01990420460;r
2454544.61417; 0.016812431000; 0.01986903810;r
2454544.61753; 0.042212587000; 0.01983387170;r
2454544.62039; 0.072712719400; 0.01997453750;r
2454544.62083;-0.026487260200; 0.01962287310;r
2454544.62360; 0.061712867900; 0.01997453750;r
2454544.62404; 0.044212888300; 0.01962287310;r
2454544.62684; 0.024313018000; 0.01997453750;r
2454544.62728; 0.066813038400; 0.02004487030;r
2454544.63014; 0.007213170810; 0.02109986350;r
2454544.63060; 0.048313192300; 0.01965803950;r
2454544.63344; 0.019913323600; 0.01941187440;r
2454544.63388; 0.074113344000; 0.01951737370;r
2454544.63666; 0.009213472630; 0.01913054290;r
2454544.63712; 0.035713494100; 0.02099436420;r
2454544.63998; 0.051813626500; 0.01920087580;r
2454544.64041; 0.009013646320; 0.01909537650;r
2454544.64324; 0.028313777700; 0.01920087580;r
2454544.64368; 0.056513798000; 0.01934154150;r
2454544.64654; 0.050113930400; 0.01955254020;r
2454544.64698; 0.020113950800; 0.01937670800;r
2454544.64975; 0.037414078900; 0.01934154150;r
2454544.65019;-0.022485900700; 0.01895471070;r
2454544.65302; 0.029114230700; 0.02074819910;r
2454544.65346; 0.055914251000; 0.01955254020;r
2454544.65638; 0.011214386100; 0.01948220730;r
2454544.65681; 0.073214406000; 0.01958770660;r
2454544.65971; 0.032214540500; 0.01948220730;r
2454544.66015; 0.028514560900; 0.01941187440;r
2454544.66299; 0.030014692200; 0.01937670800;r
2454544.66344; 0.059214713100; 0.01986903810;r
2454544.66634; 0.029514847700; 0.01969320590;r
2454544.66678; 0.028114868100; 0.02008003680;r
2454544.67007;-0.005584979700; 0.01993937100;r
2454544.67285; 0.016115149000; 0.01972837240;r
2454544.67612; 0.014015300700; 0.02011520320;r
2454544.69532; 0.047616190000; 0.02190869160;r
2454544.69815; 0.040416320800; 0.02247135460;r
2454544.69859; 0.041816341200; 0.02310435050;r
2454544.70145; 0.018016473600; 0.02278785260;r
2454544.70189; 0.022716494000; 0.02320984990;r
2454544.70513; 0.018216644100; 0.02415934370;r
2454544.70802; 0.030516778100; 0.02363184710;r
2454544.70846; 0.027616798500; 0.02391317860;r
2454544.71128; 0.026816929300; 0.02419451020;r
2454544.71175; 0.036916950800; 0.02391317860;r
2454544.71462; 0.020317083700; 0.02546050200;r
2454544.71505; 0.025117103500; 0.02500333830;r
2454544.71788; 0.050017234900; 0.02447584170;r
2454544.71832; 0.016217255300; 0.02426484300;r
2454544.72100; 0.006417379090; 0.02454617450;r
2454544.72146; 0.003017400530; 0.02398351150;r
2454544.72424; 0.013617529200; 0.02398351150;r
2454544.72466;-0.012982451000; 0.02380767930;r
2454544.72747; 0.014117678800; 0.02510883760;r
2454544.72793; 0.002717700200; 0.02535500260;r
2454544.72971; 0.012617782800; 0.02479233960;r
2454544.73017; 0.031317804200; 0.02567150060;r
2454544.75178; 0.043418805100; 0.02440550880;r
2454544.75222; 0.006918825440; 0.02426484300;r
2454544.75403; 0.012818909100; 0.02482750610;r
2454544.75448; 0.018718930000; 0.02514400400;r
2454544.75626; 0.014419012500; 0.02482750610;r
2454544.75672; 0.002819033980; 0.02500333830;r
2454544.75841; 0.028119112300; 0.02503850470;r
2454544.75888; 0.001819133690; 0.02553083480;r
2454544.75937;-0.006780843250; 0.02584733280;r
2454544.75981; 0.003719177120; 0.02553083480;r
2454544.76031; 0.001219200170; 0.02658582800;r
2454544.76075; 0.022119220500; 0.02683199310;r
2454544.76125; 0.029519243600; 0.02837931640;r
2454544.76171;-0.002580734960; 0.02640999580;r
2454544.76221; 0.004919288080; 0.02781665340;r
2454544.76265; 0.001419308460; 0.02662099450;r
2454544.76321; 0.004419334190; 0.02570666700;r
2454544.76365;-0.030880645400; 0.02602316500;r
2454544.76414; 0.004119377610; 0.02700782530;r
2454544.76459; 0.025219398500; 0.02676166020;r
2454544.76510; 0.005219422110; 0.02591766570;r
2454544.76553; 0.047719441900; 0.02707815820;r
2454544.76603; 0.022619465000; 0.02718365750;r
2454544.76697;-0.000180491582; 0.02908264520;r
2454544.76787; 0.016119550200; 0.02848481570;r
2454544.76831; 0.000119570605; 0.02887164660;r
2454544.76883; 0.020119594700; 0.02848481570;r
2454544.76929; 0.009419616170; 0.02950464250;r
2454544.76980; 0.048219639800; 0.03108713220;r
2454544.77027; 0.037819661200; 0.03157946240;r
2454544.77079; 0.014719685300; 0.03453344330;r
2454544.77124;-0.003880293770; 0.04023040640;r
2454545.59189; 0.004857716870; 0.02693749240;r
2454545.59235;-0.039742261700; 0.02697265880;r
2454545.59512; 0.053457866400; 0.02616383070;r
2454545.59832; 0.087858014900; 0.02549566840;r
2454545.60156;-0.026941835000; 0.02595283210;r
2454545.60200; 0.060058185400; 0.02549566840;r
2454545.60521; 0.078458333900; 0.02531983620;r
2454545.60803; 0.011058464700; 0.02475717320;r
2454545.60847; 0.076758485100; 0.02584733280;r
2454545.61124; 0.034658613200; 0.02539016910;r
2454545.61170; 0.040558634600; 0.02553083480;r
2454545.61448; 0.060658763300; 0.02479233960;r
2454545.61494; 0.051658784800; 0.02535500260;r
2454545.61780; 0.086558917200; 0.02510883760;r
2454545.62155; 0.063659090900; 0.02493300540;r
2454545.62435; 0.043259220600; 0.02447584170;r
2454545.62478; 0.062159240400; 0.02444067520;r
2454545.62767; 0.039759374400; 0.02444067520;r
2454545.62811; 0.029559394800; 0.02465167390;r
2454545.63097; 0.046659527200; 0.02451100810;r
2454545.63144; 0.085559548700; 0.02472200670;r
2454545.63437; 0.076859684800; 0.02802765200;r
2454545.63480; 0.053659704700; 0.02626933010;r
2454545.63758; 0.027659833300; 0.02676166020;r
2454545.63801; 0.040359853200; 0.02676166020;r
2454545.64081;-0.004540017100; 0.02602316500;r
2454545.64125; 0.024560003300; 0.02574183350;r
2454545.64411; 0.060360135700; 0.02640999580;r
2454545.64455; 0.092560156100; 0.02637482940;r
2454545.64741; 0.025460288500; 0.02609349790;r
2454545.64785; 0.037460308800; 0.02531983620;r
2454545.65074; 0.063760442900; 0.02788698630;r
2454545.65118; 0.035160463200; 0.02612866430;r
2454545.65404; 0.042160595700; 0.02711332460;r
2454545.65448; 0.033960616000; 0.02669132730;r
2454545.65725; 0.046360744100; 0.02834415000;r
2454545.65769; 0.032360764500; 0.02725399040;r
2454545.66054; 0.023260896900; 0.02732432320;r
2454545.66098; 0.067060917300; 0.02760565480;r
2454545.66385; 0.027461050300; 0.02844964930;r
2454545.66432;-0.013138928300; 0.02855514860;r
2454545.66723; 0.042061206800; 0.02880131370;r
2454545.66770; 0.018461228200; 0.02953980890;r
2454545.67059;-0.045838637700; 0.02897714590;r
2454545.67103; 0.058761382600; 0.02985630690;r
2454545.67387; 0.004561513960; 0.02816831780;r
2454545.67431; 0.076061534300; 0.02946947600;r
2454545.67723; 0.032561670000; 0.02999697260;r
2454545.67767; 0.070561690300; 0.02982114040;r
2454545.68044; 0.052261818500; 0.02946947600;r
2454545.68087; 0.043661838300; 0.03006730550;r
2454545.68365; 0.038661967000; 0.02996180620;r
2454545.68409; 0.026061987300; 0.03020797130;r
2454545.68797; 0.002762167450; 0.03193112680;r
2454545.68844; 0.036762188900; 0.03235312400;r
2454545.69120; 0.013262317000; 0.03119263150;r
2454545.69167; 0.031562338500; 0.03266962200;r
2454547.62272; 0.075763949900; 0.02595283210;r
2454547.62509; 0.079464059800; 0.02500333830;r
2454547.62655; 0.068564127300; 0.02433517590;r
2454547.62701; 0.079564148800; 0.02426484300;r
2454547.62751; 0.064864171800; 0.02447584170;r
2454547.62889; 0.088264235600; 0.02472200670;r
2454547.63082; 0.045164325100; 0.02753532190;r
2454547.65581; 0.061965482500; 0.02560116770;r
2454547.65725; 0.087865549000; 0.02612866430;r
2454547.65771; 0.044565570500; 0.02799248560;r
2454547.65819;-0.024034407000; 0.02560116770;r
2454547.65863; 0.085065613300; 0.02496817180;r
2454547.65917; 0.039365638000; 0.02570666700;r
2454547.65961; 0.063065658400; 0.02489783890;r
2454547.66013; 0.078165682500; 0.02486267250;r
2454547.66106; 0.073865725900; 0.02595283210;r
2454547.66200; 0.005065769350; 0.02444067520;r
2454547.66243; 0.086065789200; 0.02493300540;r
2454547.66300; 0.031665815500; 0.02430000950;r
2454547.66676;-0.041634010300; 0.02500333830;r
2454547.66770; 0.026866033100; 0.02567150060;r
2454547.66816; 0.065766054500; 0.02725399040;r
2454547.66913;-0.008833900420; 0.02612866430;r
2454547.66963; 0.055666122600; 0.02767598760;r
2454547.67007; 0.048566143000; 0.02616383070;r
2454547.67433; 0.021966340300; 0.02553083480;r
2454547.67572; 0.020466404600; 0.02535500260;r
2454547.67883; 0.017966548800; 0.02609349790;r
2454547.68213;-0.015433298400; 0.02750015540;r
2454547.68264; 0.000866725190; 0.02644516230;r
2454547.68454;-0.013733186900; 0.03484994120;r
2454547.68544; 0.001066854920; 0.02651549510;r
2454547.68640;-0.006433100580; 0.02577699990;r
2454547.68868; 0.026767005000; 0.02553083480;r
2454547.68920; 0.012867029200; 0.02479233960;r
2454547.68966; 0.064667050600; 0.02546050200;r
2454547.69064;-0.010232904400; 0.02567150060;r
2454547.69347; 0.066267227000; 0.03270478840;r
2454547.69396; 0.000967249480; 0.02802765200;r
2454547.69440; 0.048567269900; 0.02679682670;r
2454547.69491; 0.056867293400; 0.02890681300;r
2454547.69677; 0.050067379700; 0.02936397670;r
2454547.69870; 0.088367469300; 0.02971564110;r
2454547.69917; 0.040067490700; 0.03281028770;r
2454547.70013; 0.055367535200; 0.03368944870;r
2454547.70106;-0.004432421360; 0.03087613360;r
2454547.70162; 0.000867604372; 0.02992663970;r
2454547.70206; 0.046367624700; 0.02996180620;r
2454547.70259; 0.031067649400; 0.02992663970;r
2454547.70306;-0.020332329200; 0.02883648010;r
2454547.70353; 0.038067692800; 0.02809798490;r
2454547.70448; 0.014167736800; 0.02669132730;r
2454547.70492; 0.045067757200; 0.02851998220;r
2454547.70539; 0.016767779100; 0.02862548150;r
2454547.70583; 0.025867799500; 0.02911781160;r
2454547.70633;-0.002232177440; 0.02809798490;r
2454547.70679; 0.078767844000; 0.02978597400;r
2454547.70729; 0.034467867100; 0.02887164660;r
2454547.70773; 0.071267887400; 0.02837931640;r
2454547.70823; 0.031567910500; 0.02939914310;r
2454547.70869; 0.028767931900; 0.02841448290;r
2454547.70918; 0.071367954400; 0.03031347060;r
2454547.70959; 0.033367973700; 0.02915297810;r
2454547.71009; 0.051267996800; 0.02827381710;r
2454547.71108; 0.003768042350; 0.03966774340;r
2454547.71152; 0.025768062700; 0.03052446920;r
2454547.71199; 0.021768084700; 0.02968047470;r
2454547.71243; 0.098968105100; 0.03175529460;r
2454547.71336; 0.021968148000; 0.03221245830;r
2454547.71432; 0.090468192500; 0.03055963560;r
2454547.71485; 0.065868217100; 0.03428727820;r
2454547.72444; 0.010268661500; 0.04800218950;r
2454547.72490; 0.013968682400; 0.04430971340;r
2454547.72537; 0.031468704400; 0.04409871470;r
2454547.72581; 0.089368724800; 0.04195356190;r
2454555.54758; 0.008155350630; 0.04599770240;r
2454555.54802; 0.041455371000; 0.01965803950;r
2454555.55517; 0.023655702300; 0.02081853200;r
2454555.55561; 0.032055722700; 0.01972837240;r
2454555.56405; 0.023856113500; 0.02039653470;r
2454555.56451; 0.038856134900; 0.02081853200;r
2454555.56975; 0.030556377200; 0.02335051560;r
2454555.57019; 0.031156397600; 0.02384284580;r
2454555.57743; 0.026056733200; 0.02394834510;r
2454555.57787;-0.003243246430; 0.02331534920;r
2454555.58288; 0.028956985700; 0.02345601490;r
2454555.58331; 0.015057005500; 0.02394834510;r
2454555.58839; 0.012957240900; 0.02422967660;r
2454555.58882; 0.014257260700; 0.02422967660;r
2454555.59604; 0.013657595200; 0.02422967660;r
2454555.59650; 0.019057616700; 0.02433517590;r
2454555.60370; 0.008157950120; 0.02433517590;r
2454555.60414; 0.008357970490; 0.02454617450;r
2454555.61149; 0.007058310900; 0.02700782530;r
2454555.61194;-0.000841668194; 0.02591766570;r
2454555.61920; 0.021058667900; 0.02725399040;r
2454555.61964;-0.001741311690; 0.02679682670;r
2454555.64174;-0.003740288310; 0.02953980890;r
2454555.64218;-0.013540267900; 0.03031347060;r
2454555.64887;-0.004039958080; 0.03326745150;r
2454555.65385;-0.032639727000; 0.03695992760;r
2454555.65431; 0.005760293880; 0.03551810360;r
